baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G04013	42.2984753685389	-0.542505722159847	0.685857945768323	-0.790988462708721	0.428950724059605	0.882400345922087
AT1G01180	1481.69308857372	0.215348323815774	0.16812850104504	1.28085555082707	0.200244407811207	0.744686928369732
AT1G01183	7.43274772932796	-1.11994699145363	1.24803776646784	-0.897366266906549	0.369523506582498	0.85690745700717
AT1G01190	1914.37511745992	0.08514516269403	0.309336620975329	0.275250833301178	0.783123535291079	0.97360967823421
AT1G01200	151.208832404386	0.0559218890872699	0.526793493508212	0.106155238772702	0.915459184490282	0.991066992431818
AT1G01210	1372.55654284263	0.14445075937248	0.182902427846549	0.789769502095786	0.429662393101256	0.882794375977474
AT1G01220	3979.52458080204	0.0927700799856132	0.109922537152422	0.843958685714972	0.39869249252841	0.87186817658004
AT1G01225	487.817109768213	0.033239723571511	0.145634967306408	0.228239990616927	0.819459673767921	0.977511606215911
AT1G01230	4191.81646476578	0.165134654987824	0.126637398115841	1.30399595573472	0.192234961296375	0.736639566382755
AT1G01240	2579.66301356202	0.0287653866639867	0.313331819274229	0.0918048691339935	0.926853075392939	0.991832564736363
AT1G01250	33.4388497908261	1.66653902502286	0.750321908488552	2.2210987126578	0.0263442762217389	0.364835614349604
AT1G01260	5612.92579382963	0.00584731634943769	0.306852970802243	0.019055759291332	0.984796623985927	0.998545210924869
AT1G01280	71.6003379769993	-0.621930868930092	0.586462473624038	-1.06047854193786	0.288926947025902	0.813156618437696
AT1G01290	2310.92635660116	0.103203954885464	0.127161245730543	0.811599118053274	0.417021697526747	0.878480305838841
AT1G01300	7872.69568429691	-0.0964482287981331	0.183275621903781	-0.526246905050843	0.598716668161047	0.936238787432302
AT1G01305	103.913212194081	-0.00561325358221844	0.675501971653339	-0.00830975158885118	0.993369853807347	0.99898911492097
AT1G01310	2287.75919500821	-0.0598139505788294	0.477529792197194	-0.125257002926698	0.900320090722054	0.988068168417055
AT1G01320	51927.86002002	0.158843390784889	0.475543472721717	0.33402496279839	0.738360721854654	0.966086870013079
AT1G01340	7979.46800259028	0.263716078717831	0.307872428108417	0.856575823753088	0.391679351639775	0.868311297081363
AT1G01350	3771.22981576772	0.00612806774228619	0.230744834384576	0.0265577678418262	0.978812457747569	0.998545210924869
AT1G01355	32.2003926316349	-0.443814159956335	0.474228128372943	-0.935866376123751	0.349341991042862	0.847635641082978
AT1G01360	1809.41985414201	0.0338634602541271	0.150715308708929	0.224684941060144	0.822224380394185	0.977511606215911
AT1G01370	422.773379117163	-0.313635222095157	0.223063021091152	-1.40603861886634	0.159712657415223	0.698935407930124
AT1G01380	868.649322458536	-0.0699064677968584	0.376058418401239	-0.185892575132492	0.852529004905827	0.982852762558619
AT1G01390	226.591696895934	-0.101446555943105	0.289603150282429	-0.350295070492748	0.726117264378269	0.964449550430522
AT1G01400	50.5199816355545	-0.699669101724734	0.700856404477903	-0.998305925799375	0.318131035014744	0.833412663646806
AT1G01410	30.9370930585329	-0.104915947310326	0.553924642611781	-0.189404729884632	0.849775617653853	0.982274760304003
AT1G01420	453.091511515501	-0.0727321766436206	0.385615007445329	-0.188613449267615	0.850395791025991	0.982469718945732
AT1G01430	2639.28383724674	0.116684213140851	0.248651607588928	0.469267881564448	0.638878170012951	0.943963831273249
AT1G01440	4540.03608939722	0.00678103090296035	0.175549776870363	0.0386273968776838	0.96918745903883	0.996395857735044
AT1G01448	1355.98715466601	-0.0520077893689636	0.318013256763558	-0.163539689817495	0.870093525820301	0.984858340237375
AT1G01453	486.328347656429	0.241567721372015	0.371019478004473	0.651091750415063	0.514987261499099	0.914296205755919
AT1G01460	411.121764546498	-0.594764445392914	0.500764889499008	-1.18771195398293	0.234946912551329	0.775673342142631
AT1G01470	31761.6930735639	0.30450034666916	0.263656564997874	1.15491281877095	0.248126129496155	0.785774664180676
AT1G01480	823.157099176826	-0.676197142957382	0.336168804238921	-2.01148094180921	0.0442746813753646	0.456355119872535
AT1G01490	13980.3428580444	-0.0802920172261326	0.196984255988663	-0.407606266922944	0.683562762617165	0.95397104578655
AT1G01500	2647.21355870131	-0.294572866967923	0.185562008112058	-1.58746324188319	0.112407765772849	0.636676478183071
AT1G01510	6398.82925241618	-0.0289734560441942	0.107507277377565	-0.269502276970885	0.787543190247985	0.973711167222834
AT1G01520	708.499490484424	-0.394412823986043	0.22808444827422	-1.72924031853259	0.08376609312084	0.571182794188711
AT1G01530	65.2522082418909	-0.270466142982783	0.447136642517927	-0.604884765112802	0.545255566560273	0.922073784017168
AT1G01540	8147.29665283301	0.014410609072563	0.164623365487625	0.0875368391958087	0.930244804360809	0.992396927616423
AT1G01550	43330.2374182582	-0.0324708003575748	0.11907589364308	-0.272689957338496	0.78509155512884	0.973711167222834
AT1G01560	20782.5121980801	0.0928606642247253	0.219686218896743	0.422696811347878	0.672516482341665	0.951059170493728
AT1G01570	333.947967594384	0.54671294733368	0.208461759017571	2.62260545967857	0.00872602571649642	0.224246134189025
AT1G01580	803.033177202972	-0.387895073805851	0.271908254440783	-1.42656601067007	0.153705027198038	0.692225561118941
AT1G01590	69.7713214908397	0.136912331858513	0.530658221209153	0.258004731456993	0.796403255647247	0.974763436571036
AT1G01600	347.014440825734	0.519642142577578	0.34122244015807	1.52288384766505	0.127787767533376	0.657752959872233
AT1G01610	5786.55528056353	0.448789415651278	0.312301931517038	1.43703695161678	0.150707494263395	0.686928337810088
AT1G01620	30917.5736577672	0.0736248631053175	0.196149932469197	0.375349928386438	0.707400238428247	0.961396267627805
AT1G01630	5780.90760446954	0.378172786254608	0.234247601477594	1.61441476398972	0.106437491431276	0.625205164104722
AT1G01640	2131.02078036893	-0.250181060161143	0.200009494897716	-1.25084591753549	0.21099069855886	0.757682729929666
AT1G01650	13369.0322869509	0.0784259141076556	0.13562434225466	0.578258392290644	0.563089680967264	0.927821502367358
AT1G04027	402.368399192774	-0.304969150040534	0.259034686061321	-1.17732939428945	0.239064058984678	0.779494016501896
AT1G01660	1072.65305800452	0.181837222918769	0.342852078581221	0.530366400784974	0.595857916809584	0.934944922313658
AT1G01670	888.92675110697	0.0218229784962376	0.298629822408765	0.073077023320083	0.941744825497438	0.99414718858078
AT1G01680	3245.78902709333	0.604328634377078	0.748965614427833	0.806884351878758	0.419733115018724	0.878838761171913
AT1G01690	780.454006646907	-0.38312138052628	0.128921694838402	-2.97173707657587	0.00296120152771193	0.128137617187983
AT1G01695	135.641355926102	-0.425884957624064	0.269619978681893	-1.57957492507088	0.114204245409365	0.639518920267329
AT1G04033	9.54298349072928	1.25438149742399	0.797902710671688	1.57209830302247	0.115927755009656	0.642752297089616
AT1G04037	95.1912524628698	0.343138325596747	0.245889359152294	1.39549888120299	0.162865451933972	0.703136064381383
AT1G01700	541.11739060622	-0.0960954028136187	0.150530995515296	-0.638376186144693	0.523228828881551	0.915432200185457
AT1G01710	6385.77118836207	0.167763720719464	0.117375284775882	1.42929340737954	0.152919920060528	0.691328734116615
AT1G01715	762.473646081862	0.0298416871879328	0.157164556718719	0.18987542618366	0.849406749215611	0.982143484556987
AT1G01720	47632.5935525047	-0.595876379056465	0.222394654921429	-2.67936466039161	0.00737620149946412	0.206077134400338
AT1G01725	2858.93939254114	-0.487270133753787	0.364813561095001	-1.33566891617523	0.18165751356511	0.726714782578333
AT1G04047	3115.17895368424	-0.535954380250667	0.331264386195148	-1.61790522188804	0.105683024752577	0.622985088180654
AT1G01730	17426.2663602343	-0.518443723385424	0.251826411577766	-2.05873450738238	0.0395196786340963	0.435561512623117
AT1G01740	19048.6521588623	-0.322696995063218	0.286270862781599	-1.1272435899612	0.259639505267863	0.796369438906779
AT1G01750	1282.84369545507	-0.203436636085514	0.344939252291701	-0.589775256755864	0.555341333299524	0.924503661811553
AT1G01760	658.748848471936	-0.304386680175459	0.271630852651707	-1.12058949564817	0.262462638339922	0.798182974485821
AT1G01770	5967.63094082518	-0.268499449724712	0.326658007441158	-0.821958879342876	0.411100300605673	0.876575338342089
AT1G01780	3601.199094315	-0.684894673510491	0.178314249598534	-3.84094190482532	0.000122563120983058	0.020215844012917
AT1G01790	18302.6977936586	-0.13563768677896	0.264799629260949	-0.512227630973363	0.608491707188455	0.939373034612444
AT1G04063	388.953705180168	-0.723162447526224	0.189796196126207	-3.81020516894526	0.000138851512577152	0.0225882507918362
AT1G01800	9849.15930526153	0.0977783966770814	0.112587006456535	0.868469637433954	0.3851372869733	0.864819576848763
AT1G01810	268.523632356021	-0.0488188773270281	0.174256004484579	-0.280156069636891	0.77935776891566	0.973147704759007
AT1G01820	14066.6559586368	-0.184092821513849	0.155073612819897	-1.18713182833791	0.235175625561916	0.775816820528012
AT1G01830	2872.4180444088	0.258349293334667	0.154699375441589	1.67000863834912	0.0949176545127159	0.59658108191548
AT1G01840	8.32512820379323	0.476530990841316	0.89157266906314	0.534483623575016	0.593006976706989	0.934944922313658
AT1G01860	839.926895025861	0.0119296827438032	0.332583761052767	0.0358697090502578	0.971386248993663	0.997033464301639
AT1G01880	217.905170087404	-0.158394943711	0.194998788132749	-0.812286810742482	0.416627076839767	0.878309770926916
AT1G01900	434.063137305443	0.168355838031443	0.158017413822433	1.06542585376462	0.286683262356558	0.811797563697153
AT1G01910	7834.31821040452	0.013522517391204	0.108338653899959	0.124817107324324	0.90066834362146	0.988192783119725
AT1G01920	3663.61147525964	-0.12691736465953	0.165222700572235	-0.768159364421248	0.442392511881493	0.886680087820699
AT1G01930	2185.71969981184	-0.0795357235241497	0.125277804523412	-0.634874819420114	0.525510061030462	0.916490401272523
AT1G01940	2411.11138056293	0.0214864003452862	0.196627844654901	0.109274453895361	0.912984808078284	0.990886668498499
AT1G01950	6373.23717459388	-0.0422366565954395	0.14169151747659	-0.298088815390221	0.765635377780844	0.971188755517816
AT1G01960	15932.6892290367	0.190497187816227	0.162098327986099	1.17519526686644	0.239916603415392	0.780343082098527
AT1G01970	2611.67398639857	0.0250881061660879	0.276464429272273	0.0907462353552185	0.927694231661626	0.991901685284436
AT1G01980	86.5305449822941	-0.258696311598385	0.465776419346757	-0.555408777372633	0.578615090259121	0.931448274247409
AT1G01990	2306.36988255892	0.0504793871230548	0.150833401418097	0.334669818809764	0.73787417091779	0.966086870013079
AT1G02000	1733.13185059982	-0.11314389371315	0.226795035626841	-0.498881703474818	0.617862724336114	0.940665602590837
AT1G02010	2087.12699938642	-0.15291630961655	0.236278763303417	-0.64718600808056	0.517511565801568	0.914592917053914
AT1G02020	1731.55280224593	0.0115461708931691	0.181973695307841	0.0634496698747401	0.949408436058242	0.994519753683317
AT1G02030	239.093305968989	-0.228111621593782	0.185127511878055	-1.23218650366803	0.217879423674647	0.763586958672343
AT1G02040	68.1659789511739	-0.248373300134875	0.267069858867103	-0.929993752153321	0.352374319391842	0.848984452778905
AT1G02050	1209.80358605425	-0.277612903120117	0.165453982040033	-1.67788589731823	0.0933693761565375	0.592329245040401
AT1G02060	1487.09630885531	-0.131935201564894	0.270736344286078	-0.487319875404254	0.626031664894841	0.942271476001857
AT1G02065	37.6826321863778	-0.876983679450164	0.473203899675868	-1.85328920588117	0.0638409174766371	0.522650540118151
AT1G02070	68.2903553846536	-0.558593785496861	0.350774771646016	-1.59245712818984	0.11128202873521	0.635081724621363
AT1G02080	24554.1087532887	0.121148815339971	0.258956557480171	0.467834514479316	0.639902936479871	0.943963831273249
AT1G02090	6718.8517020417	-0.046800927228394	0.227187674360119	-0.206001172203599	0.836789995657957	0.978934889128065
AT1G02100	9069.2301158759	-0.194072526565476	0.118449861959848	-1.63843607205944	0.101330759507214	0.613636566928719
AT1G02110	3647.29242012688	-0.452335545838105	0.172025336141071	-2.6294704953645	0.00855179523793762	0.222678216722373
AT1G02120	28733.646901839	-0.0784258745996124	0.12648709479502	-0.620030642072272	0.535237613372166	0.918317165475893
AT1G02130	5722.85391353722	-0.0738678215011424	0.121997879393125	-0.605484471276023	0.544857139584336	0.922073784017168
AT1G04087	43.2363363687147	-0.042971728774974	0.388728580151311	-0.110544299979815	0.911977718822453	0.990886668498499
AT1G02140	14092.3629272519	0.139074386368615	0.134191961695219	1.03638388329463	0.300023086201789	0.821439379118163
AT1G02145	4122.61528577909	-0.100572170476782	0.121671345181	-0.82658879399393	0.408470171022481	0.876446461856193
AT1G02150	7650.58999905434	-0.0658011267340612	0.21713982701789	-0.303035733415409	0.761862629809122	0.970378787254713
AT1G02160	1853.36174964907	0.0997624410640195	0.142202275116672	0.701553058712796	0.482957934468741	0.901827031509247
AT1G02170	7669.59565661408	0.190865095188824	0.293688661962205	0.649889219126158	0.515763782508477	0.914338213011207
AT1G02180	899.515279053757	-0.17810773165577	0.266292086885186	-0.668843500905692	0.503595314150125	0.907262030308089
AT1G02190	1586.22504775009	-0.39961294070463	0.230630483486728	-1.73269784055943	0.0831493885468925	0.569496644364468
AT1G02205	593.45200388183	-0.9932056042612	0.199783159307954	-4.97141804995802	6.6464958003191e-07	0.000488631381251459
AT1G02220	1424.28412632413	0.559594256895652	0.447555100712462	1.25033600556632	0.211176830889956	0.757682729929666
AT1G02230	716.141979586261	1.07275706188973	0.620418439762852	1.72908636032769	0.0837936399350134	0.571182794188711
AT1G02250	568.450508273877	-0.211916887930076	0.229138675287602	-0.924841202228692	0.355048514998236	0.85022078651169
AT1G02260	4144.1937365499	0.280045888306217	0.136083774776611	2.05789329966727	0.0396003770782254	0.43601082695756
AT1G02270	5500.66300859657	0.117733611193697	0.219812392454336	0.535609525373576	0.592228444171079	0.934808582365068
AT1G02280	5702.05309006704	-0.118054785287044	0.255983015227671	-0.461182102969005	0.644667960789998	0.945085332087867
AT1G02290	1162.79080196442	0.211018909070994	0.163576495867038	1.290031969156	0.197039558493739	0.741340090598392
AT1G02300	3698.08147800687	0.00992889458840561	0.356561663199322	0.0278462202002217	0.977784801851084	0.998545210924869
AT1G02305	15974.9913128684	0.187945607740305	0.135223213848888	1.38989159028814	0.164561799702389	0.705736579860345
AT1G04097	13.027206384086	0.247855904664378	0.663039621038138	0.373817637438173	0.708539996503664	0.961896687902732
AT1G02310	996.254697156137	0.240295214747678	0.374580225725909	0.641505339162	0.52119441311915	0.915432200185457
AT1G04103	52.7465369724689	-0.304087240667035	0.400855480770801	-0.758595691600146	0.448094450763008	0.888777284312637
AT1G02330	3059.11839456841	0.0297088408365796	0.234310465239545	0.126792633040129	0.899104526660272	0.987993618700695
AT1G02335	1247.82064083046	0.388406640534032	0.544887104355981	0.712820394222951	0.475956904007848	0.900195916483194
AT1G02340	395.814893155273	-0.324493985344665	0.479830691322511	-0.6762676736044	0.498870713031528	0.906976776444163
AT1G02350	170.609030899282	0.187937397583812	0.208984716511512	0.89928775999014	0.368499405292592	0.855941262726394
AT1G02360	2988.64467681728	0.303603883563358	0.418687843295684	0.72513183371543	0.468371156638573	0.897580678626882
AT1G02370	1192.48579888713	-0.0503129498711213	0.199004206379535	-0.252823549745306	0.800404568698678	0.975257280233361
AT1G02380	151.353108354752	-0.332083059621004	0.312960502584773	-1.06110214189425	0.288643484581859	0.812858214050106
AT1G02390	1593.56885688421	0.624241242077046	0.386117595199838	1.61671275755762	0.105940298805282	0.623857878889022
AT1G02400	32870.024326387	0.25835764304138	0.221397821766761	1.16693850454209	0.243235204775905	0.783470292994819
AT1G02405	502.863622364695	-0.28996801205154	0.2723592165668	-1.06465283498281	0.287033060968264	0.811797563697153
AT1G02410	2707.61728363998	0.0935328706645092	0.176140840986699	0.531011832012159	0.595410579987228	0.934944922313658
AT1G02420	201.834877897177	0.143608265927315	0.301699977498974	0.475996939468792	0.63407655830639	0.943582823752778
AT1G02430	234.887656277647	0.17942629881449	0.252265063900849	0.711260988897824	0.476922521176492	0.900477128176762
AT1G02440	773.392426399187	-0.0792810993481097	0.323526573260973	-0.245052820697228	0.806415532883668	0.975727366512562
AT1G02450	422.063968374628	0.646786520153509	0.759213434466153	0.851916589974863	0.394260388291613	0.869934494668934
AT1G02460	493.564383104844	0.220788697003475	0.391320927384399	0.564213875499155	0.5726085858213	0.930824545953327
AT1G02470	1917.0707184118	0.801734352269629	0.230575705111281	3.47709812654674	0.000506872274637143	0.0470842256270336
AT1G02475	5327.32591438199	0.286407996469555	0.317185333040241	0.902967340022681	0.36654322892564	0.855486086373124
AT1G02490	6.66852591272357	-0.135077219344479	0.96387843753509	-0.140139268692336	0.88854995478256	NA
AT1G02500	76736.0423477281	0.0284457789956748	0.273957627728426	0.103832768707842	0.917302061342232	0.991082606522808
AT1G02510	248.716784638202	-0.534406839465896	0.260870418181946	-2.04855285313787	0.0405058588753814	0.440884918820534
AT1G02520	4773.85998329839	0.811710111505865	0.407932841857632	1.98981309719886	0.0466115281319173	0.465506001760015
AT1G02530	164.171784169468	-0.0450823583752641	0.393063717897398	-0.114694784388703	0.908687048101631	0.989713429768086
AT1G02540	23.5013696236858	0.477828254389413	0.777527554431355	0.614548322649315	0.538853051275953	0.919735400807999
AT1G02560	27966.9889959924	-0.0739668021055111	0.226203413625192	-0.32699242208639	0.743673616748051	0.966086870013079
AT1G02570	315.614904734129	0.0246512047117768	0.332342336022593	0.0741741332350176	0.940871827828404	0.994067120142829
AT1G02575	36.0436427220717	0.587941303902985	0.667469986411738	0.880850548896899	0.378398715898894	0.861122413118964
AT1G02580	193.346527935083	0.280335472148312	0.390607523701562	0.71769091770618	0.472947884560614	0.899321337807875
AT1G04127	8.26262778116731	0.234526371144798	0.817647400656732	0.286830693715197	0.774241959776415	0.972314763969609
AT1G02590	6.43062407026546	-1.53523228494211	1.00718643063373	-1.52427816563824	0.127439239077584	NA
AT1G02610	989.627939992977	-0.755372391822116	0.524194781935608	-1.44101471028169	0.14958052699289	0.685377443881642
AT1G02620	53.5668847567196	-3.14743187136779	1.42129259345263	-2.21448552245107	0.0267953975390168	0.367423380441018
AT1G02630	10.1798183410551	-1.77358590183035	1.19772195715209	-1.4807993551755	0.138660048424253	0.670272723277186
AT1G02640	1618.16590483738	0.125624937871651	0.31305319729125	0.401289426074045	0.68820704767518	0.955550158845783
AT1G02650	217.017315078157	0.0989582303175003	0.30161294816255	0.328096757517745	0.742838505550857	0.966086870013079
AT1G02660	8368.51138008382	-0.119066738758681	0.419298780964243	-0.283966336569995	0.776436178656669	0.972670566505506
AT1G02670	351.792525074687	-0.56405026870636	0.286230610785115	-1.97061476813819	0.0487679561254615	0.474422789816352
AT1G02680	1737.32117113622	-0.0378255119215991	0.160092870012352	-0.236272308183872	0.813221373548543	0.976692867350192
AT1G04143	62.0552923812884	-0.233640700926699	0.51160107585613	-0.456685319779121	0.647897244015532	0.945928505774152
AT1G02690	2830.23919892775	-0.333760527125838	0.175771880999723	-1.89882776031944	0.0575871259623053	0.503149181030926
AT1G02700	183.97474321429	0.375755101423234	0.357090957259768	1.05226719910997	0.292676976209946	0.815364404733667
AT1G02705	27.121186556013	0.556040140439691	0.432986323896703	1.28419792901437	0.199072709652799	0.743445557630793
AT1G02720	934.24028201646	0.217118579509383	0.219108803233706	0.990916733171144	0.321726240871837	0.835047333240106
AT1G02730	2686.309822467	-0.213247016547073	0.231876911632437	-0.919656101359087	0.357752499665225	0.852021212917319
AT1G02740	2141.72769899371	0.0889184068625015	0.131801896778568	0.674636777131421	0.499906561202282	0.907127919751625
AT1G02750	2072.48290221342	-0.0820037434038525	0.104126300666261	-0.787541119574445	0.430965167267782	0.883944847941345
AT1G02760	7.84424629615774	0.0745109574013882	0.83514863176846	0.0892187983875497	0.928908026000505	0.992266458536055
AT1G02770	253.991614509526	-0.407419003393079	0.26251761245087	-1.55196826448864	0.120669817297551	0.648216089537218
AT1G02780	89850.8708821777	-0.176122139556498	0.24530244264916	-0.717979558843586	0.472769890691156	0.899321337807875
AT1G02800	60.4978081503484	-0.945245802503277	0.478594571393525	-1.97504497334979	0.0482630445337184	0.472548096992811
AT1G02810	3765.63401705442	-0.0796729290004087	0.275832640801489	-0.288845180791158	0.772699855706108	0.972105694743434
AT1G02816	1876.75629261305	0.615788834231852	0.134096552786374	4.59213023330177	4.3874442280465e-06	0.00221359465552675
AT1G02820	200.128876960207	-0.247688468814345	0.293371257104114	-0.844283353656706	0.398511085834127	0.87186817658004
AT1G02830	7.76413359502917	-1.10745114739948	0.839438530459798	-1.31927604847121	0.187076842146102	0.732818484562638
AT1G02840	25430.427898857	-0.201060344563367	0.140998581869937	-1.42597423248436	0.153875780068799	0.692319933021553
AT1G02850	15651.7935028025	0.696466133748939	0.498067016689518	1.39833819628955	0.162011532883734	0.702353461847088
AT1G02860	1474.55223298745	-0.576795924674421	0.230569778708779	-2.50161113006463	0.0123629635268154	0.26460928045026
AT1G04147	9.35207612643545	0.423861749313869	0.906217766869863	0.467726152377166	0.639980436472676	0.943963831273249
AT1G02870	2839.06842167353	-0.127422372990223	0.183678668196332	-0.693724395116056	0.48785506416911	0.902718751874279
AT1G04153	10.4938493223206	0.134143007686726	0.718642956125323	0.186661549443104	0.851926005257014	0.982852762558619
AT1G02880	5531.64351288573	-0.0793240518658376	0.259567684350728	-0.305600645412605	0.759908729003858	0.970254237981504
AT1G02890	22609.599890191	0.0169542258533904	0.197609031343331	0.0857968167655948	0.931627937002403	0.99265884496289
AT1G02900	5277.85392066643	0.857065856577287	0.3782487456034	2.26587891312119	0.0234587980330252	0.346148537698463
AT1G02910	17271.6716550115	-0.0390993333763721	0.315446408350686	-0.123949210836805	0.901355488726126	0.988463410347093
AT1G02920	173096.096743332	0.67438065403987	0.540512430321479	1.24766909363911	0.212152264040513	0.759233644788101
AT1G02930	183668.841808058	0.404388981344189	0.631977689349052	0.639878571917178	0.522251545828161	0.915432200185457
AT1G02940	144.062315877766	0.366331250599725	0.336659283323549	1.08813648916272	0.276534857230372	0.808919457803152
AT1G02950	691.563011430787	0.120094849335455	0.35312672225496	0.340089950056927	0.733788789885574	0.965524720115013
AT1G02960	3767.82963117121	0.0207503730993018	0.150504337288555	0.137872259850678	0.890341374435617	0.987047561637348
AT1G02970	306.807403892909	0.0280569512613526	0.294255698222754	0.0953488800074595	0.924037718844539	0.991539120832759
AT1G02980	195.834237233954	-0.347476506080965	0.299339346913563	-1.16081133223459	0.245718633474793	0.784658661356847
AT1G02990	5577.45180945599	0.0363541049565025	0.12915107804067	0.281485106497171	0.778338349777272	0.972975173196785
AT1G03000	4939.6748564207	-0.00460906165843258	0.238834026919201	-0.0192981783956264	0.984603237088718	0.998545210924869
AT1G03010	721.331298735472	0.402731804046925	0.415204088757781	0.969961074448543	0.332065895140982	0.840652060987072
AT1G03020	656.528668336959	0.577807499130405	1.17552117845331	0.491533040596216	0.623049489154582	0.941644314453569
AT1G03030	3563.30285074666	0.306877142655085	0.123145435218955	2.49198959027147	0.0127029760362246	0.268358190794823
AT1G03040	8276.08962068812	0.166179898140902	0.183337602961988	0.906414698654901	0.364716395752733	0.854683567483824
AT1G03050	26.3504678943071	-0.498716908091728	0.431331079892591	-1.15622762036048	0.247588064988283	0.78549848879618
AT1G03055	98.4060433162944	-0.785906959705056	0.392884849738653	-2.00034936503111	0.0454625519625002	0.460715991454559
AT1G03060	17750.1115504454	0.121723695539622	0.212086450991005	0.573934331829544	0.566012239668187	0.928792416522971
AT1G03070	1238.57099871107	-0.795698265086304	0.278750129650823	-2.85452159639545	0.00431017011155673	0.155546966536418
AT1G03080	24800.1963305518	-0.0706857201264941	0.170409733009949	-0.414798608494783	0.678289338319702	0.952730114324159
AT1G03090	9429.70522992752	-1.17761227771829	0.707625800667184	-1.66417374353504	0.0960777135414676	0.598749681775867
AT1G03100	616.394295239676	-0.654938864445769	0.438448088657715	-1.49376603841707	0.135236781047722	0.668084821177306
AT1G03103	94.3687454343312	-1.03476262880466	0.958881114609372	-1.079135476796	0.280527338141956	0.810186838588722
AT1G03106	45.8594795014031	-0.652460224926547	0.63902816034205	-1.02101951904171	0.307245191070146	0.825761968574808
AT1G03110	2100.67715097909	-0.152280511134475	0.107020457594961	-1.42291029730792	0.154762160767638	0.69332900122577
AT1G03120	111.581406813095	-0.598458856342868	0.414602409889488	-1.4434524307333	0.148893063505215	0.684739567810206
AT1G03130	12191.940182823	0.0279748678591659	0.282486250284339	0.0990309009058231	0.921113735315013	0.991082606522808
AT1G03140	6120.37156087571	-0.0586027928704715	0.1037699461383	-0.564737624440593	0.572252238935935	0.930635405535141
AT1G03150	2090.80982072875	0.0424143755663816	0.161546921604895	0.26255143177607	0.792896338767116	0.974379901457353
AT1G03160	5549.85556684026	0.0119553416180771	0.264453464438434	0.0452077330257867	0.963941730490664	0.995376167127274
AT1G03165	28.7015619439917	-0.344866393030943	0.498763081979743	-0.691443303425872	0.489286998888191	0.902972282645284
AT1G04173	45.6340579702921	0.382897261937217	0.56764764344922	0.674533341864336	0.499972295585424	0.907127919751625
AT1G03170	870.26182572086	-0.173509783341971	0.172147831267595	-1.00791152618275	0.313496937751429	0.831327072881344
AT1G03180	388.947724190369	-0.0979911969397773	0.196983717444744	-0.497458359558398	0.618865860110109	0.940665602590837
AT1G03190	2340.66517109764	0.00670562052170346	0.125628152410466	0.0533767343787254	0.957431742057647	0.995074951662519
AT1G03200	504.502629239242	-0.225233946352187	0.479527143781796	-0.469700097841964	0.638569297955266	0.943963831273249
AT1G03210	4659.09697112057	0.0977712849664238	0.163808713786328	0.59686253988879	0.550599159188702	0.923236115795758
AT1G03220	22266.674677462	-0.0403254262806096	0.384573930299001	-0.104857409989432	0.916488954501451	0.991082606522808
AT1G03230	7370.45995352705	-0.172626713433305	0.325441527645633	-0.530438492844326	0.595807943494042	0.934944922313658
